Year,State,District,Block/Taluka,Location/Site/Village,Latitude,Longitude,pH,EC (µS/cm),CO3 (mg/L),HCO3 (mg/L),Cl (mg/L),F (mg/L),SO4 (mg/L),NO3 (mg/L),PO4 (mg/L),Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),SiO2,TDS,Fe (ppm),As (ppb),U (ppb)
2023,Punjab,Tarn Taran,,Bhikhiwind,31.35,74.7,8.17,731.0,0.0,354.0,57.0,1.2,0.0,13.0,0.0,150.0,60.0,0.0,101.0,12.0,,,0.04,1.29,74.85
2023,Punjab,Tarn Taran,,Kalsian Kalan,31.2768,74.7004,8.23,570.0,0.0,244.0,43.0,0.88,0.0,1.0,0.0,210.0,25.0,36.0,26.0,5.0,,,0.02,11.79,9.8
2023,Punjab,Tarn Taran,,Maarhi Nav Aabad,31.2906,74.6593,8.14,433.0,0.0,256.0,28.0,0.7,0.0,1.0,0.0,150.0,25.0,21.0,40.0,5.0,,,0.03,14.27,6.59
2023,Punjab,Tarn Taran,,Dialpura,31.3086,74.7414,8.78,394.0,24.0,195.0,14.0,1.1,0.0,2.0,0.0,160.0,18.0,28.0,30.0,3.0,,,1.34,2.42,56.03
2023,Punjab,Tarn Taran,,Chak Mehar,31.3664,75.0497,8.81,564.0,48.0,220.0,14.0,1.5,0.0,9.0,0.0,200.0,12.0,41.0,40.0,12.0,,,0.18,0.17,26.88
2023,Punjab,Tarn Taran,,Cholashaib,31.2573,74.9893,7.83,533.0,0.0,300.0,35.0,0.87,0.0,18.0,0.0,210.0,40.0,27.0,37.0,9.0,,,0.03,0.37,8.49
2023,Punjab,Tarn Taran,,Sangatpupr,31.298,75.0402,8.46,561.0,36.0,244.0,35.0,0.86,0.0,2.0,0.0,150.0,27.0,20.0,75.0,5.0,,,0.03,3.51,10.96
2023,Punjab,Tarn Taran,,Sohawa,31.2841,74.9731,7.86,1549.0,0.0,439.0,206.0,1.0,112.0,33.0,0.0,400.0,96.0,39.0,141.0,47.0,,,0.03,0.58,31.33
2023,Punjab,Tarn Taran,,Gandi Wind,31.5023,74.7129,8.2,623.0,0.0,380.0,35.0,1.1,0.0,1.0,0.0,240.0,40.0,34.0,52.0,7.0,,,0.14,2.59,22.33
2023,Punjab,Tarn Taran,,Kasel,31.5379,74.7458,8.61,517.0,48.0,183.0,35.0,0.85,0.0,1.0,0.0,160.0,22.0,26.0,56.0,9.0,,,0.03,1.34,11.67
2023,Punjab,Tarn Taran,,Delanwal,31.495,75.1613,8.1,772.0,0.0,342.0,57.0,1.0,0.0,23.0,0.0,180.0,36.0,24.0,87.0,20.0,,,0.1,0.59,3.57
2023,Punjab,Tarn Taran,,Dinewal,31.4921,75.0381,8.41,382.0,24.0,184.0,14.0,0.95,0.0,2.0,0.0,170.0,40.0,17.0,20.0,7.0,,,0.09,2.77,11.89
2023,Punjab,Tarn Taran,,Khadur Sahib,31.4277,75.1012,7.93,844.0,0.0,488.0,50.0,1.3,0.0,2.0,0.0,270.0,52.0,34.0,86.0,11.0,,,0.03,1.56,25.37
2023,Punjab,Tarn Taran,,Sangerkot,31.4716,75.1043,8.48,1005.0,48.0,439.0,43.0,1.2,0.0,29.0,0.0,350.0,56.0,51.0,83.0,12.0,,,0.05,2.5,19.86
2023,Punjab,Tarn Taran,,Goindwal Sahib,31.366,75.1442,7.7,1060.0,0.0,488.0,113.0,1.1,0.0,63.0,0.0,370.0,76.0,44.0,86.0,46.0,,,0.06,2.77,23.31
2023,Punjab,Tarn Taran,,Khadur Sahib,31.4333,75.1306,8.39,1171.0,24.0,574.0,78.0,1.4,16.0,17.0,0.0,250.0,36.0,39.0,192.0,10.0,,,0.03,1.56,25.37
2023,Punjab,Tarn Taran,,Khawaspur,31.392,75.1,7.78,957.0,0.0,470.0,85.0,0.98,0.0,12.0,0.0,360.0,72.0,44.0,76.0,8.0,,,0.04,0.08,9.44
2023,Punjab,Tarn Taran,,Lalpur,31.3996,75.016,7.95,1188.0,0.0,549.0,71.0,1.2,14.0,6.0,0.0,270.0,40.0,41.0,142.0,11.0,,,0.05,5.02,33.49
2023,Punjab,Tarn Taran,,Barwala,31.224,74.803,8.29,1098.0,0.0,513.0,92.0,3.9,0.0,13.0,0.0,370.0,44.0,63.0,92.0,18.0,,,0.03,2.2,88.45
2023,Punjab,Tarn Taran,,Gharyala,31.2226,74.7353,8.16,623.0,0.0,244.0,71.0,0.97,0.0,1.0,0.0,100.0,16.0,19.0,96.0,4.0,,,0.06,20.88,3.75
2023,Punjab,Tarn Taran,,Lauka,31.3556,74.8756,8.18,822.0,0.0,452.0,57.0,2.1,0.0,2.0,0.0,250.0,34.0,40.0,95.0,11.0,,,0.04,0.27,30.68
2023,Punjab,Tarn Taran,,Nathupur Toda,31.2906,74.9012,8.1,1454.0,0.0,610.0,121.0,1.1,38.0,33.0,0.0,450.0,52.0,78.0,137.0,16.0,,,0.03,0.3,73.41
2023,Punjab,Tarn Taran,,Pringri,31.2381,74.888,8.37,807.0,12.0,427.0,57.0,1.2,0.0,2.0,0.0,260.0,32.0,44.0,91.0,9.0,,,0.05,1.57,29.57
2023,Punjab,Tarn Taran,,Bagrian,31.4714,74.9527,8.29,628.0,0.0,366.0,35.0,1.2,0.0,2.0,0.0,180.0,28.0,27.0,78.0,10.0,,,0.07,2.47,23.02
2023,Punjab,Tarn Taran,,Bala Chak,31.5474,74.8909,8.04,938.0,0.0,525.0,43.0,1.5,0.0,17.0,0.0,140.0,28.0,17.0,173.0,8.0,,,0.08,2.47,20.05
2023,Punjab,Tarn Taran,,Daburji,31.4961,74.9024,7.91,664.0,0.0,378.0,50.0,1.0,0.0,1.0,0.0,300.0,52.0,41.0,35.0,9.0,,,0.06,6.57,14.83
2023,Punjab,Tarn Taran,,Gorkha,31.4128,74.8895,8.08,525.0,0.0,220.0,50.0,1.1,0.0,0.0,0.0,200.0,48.0,20.0,23.0,7.0,,,0.06,4.11,11.92
2023,Punjab,Tarn Taran,,Sahabpur,31.3924,74.9316,8.28,332.0,0.0,180.0,28.0,1.2,0.0,0.0,0.0,140.0,40.0,24.0,17.0,12.0,,,0.04,2.3,13.92
2023,Punjab,Tarn Taran,,Kalanjuar Uttar,31.2129,74.5758,8.18,581.0,0.0,244.0,57.0,0.99,0.0,0.0,0.0,120.0,28.0,22.0,78.0,2.0,,,0.07,35.42,2.19
2023,Punjab,Tarn Taran,,Khemkaran,31.1459,74.5649,8.15,1631.0,0.0,520.0,149.0,1.1,127.0,9.0,0.0,390.0,64.0,56.0,178.0,25.0,,,0.02,1.75,44.5
2023,Punjab,Tarn Taran,,Madarmatrabaghi,31.2751,74.5853,8.59,1147.0,48.0,427.0,71.0,1.3,0.0,26.0,0.0,300.0,37.0,51.0,116.0,11.0,,,0.02,5.69,20.65
2023,Punjab,Tarn Taran,,Rattoke,31.141,74.6261,8.23,1068.0,0.0,470.0,142.0,0.35,0.0,3.0,0.0,150.0,32.0,17.0,204.0,6.0,,,0.06,2.2,21.7
2023,Punjab,Tarn Taran,,Tut,31.1488,74.7411,8.48,798.0,48.0,159.0,105.0,1.1,47.0,1.0,0.0,240.0,40.0,34.0,81.0,7.0,,,0.04,1.51,15.72
2023,Punjab,Tarn Taran,,Warnala,31.227,74.6921,8.72,917.0,60.0,317.0,99.0,1.1,0.0,25.0,0.0,240.0,40.0,34.0,132.0,7.0,,,0.02,22.63,23.41
2023,Punjab,Tarn Taran,,Bohru,31.5484,74.8197,8.11,530.0,0.0,334.0,21.0,1.3,0.0,2.0,0.0,180.0,30.0,26.0,50.0,9.0,,,0.08,1.04,18.43
